6.479619553963856804e-01 2.325311922073364101e+01 1.477466314985909079e+00
9.285726603436271764e-01 2.353651870727539119e+01 1.578146888566199779e+00
6.180034013867555798e-01 2.336853588104247947e+01 1.588768699097456993e+00
7.996020440863883805e-02 2.237659051895141715e+01 1.477541282519378552e+00
1.278931245044498954e+00 2.411739658355712734e+01 1.352916650584653713e+00
1.036956918715058018e+00 2.368617233276367173e+01 1.375409523359041764e+00
1.961418115685889196e+00 2.451458969116210795e+01 1.823040674469112554e+00
2.576084671429525880e-02 2.182666578292846538e+01 1.351943177992103839e+00
1.715909048637251022e+00 2.401445350646972798e+01 1.517314330856042170e+00
4.545198359967687063e-01 2.293078531265258846e+01 1.424406677333028615e+00
1.721779032330701953e-01 2.232375797271728501e+01 1.340461085674961472e+00
-1.159685219590835814e-01 2.154982578277587990e+01 1.314413390603367260e+00
1.157124080837818036e-01 2.213655658721923913e+01 1.405810766394095745e+00
4.968499825235859757e-01 2.300334701538086080e+01 1.312034636147765276e+00
-1.452728959378604134e-01 2.151768062591552777e+01 1.406639548076673130e+00
1.114742900063261377e+00 2.359375988006591740e+01 1.413700592302417958e+00
5.154272496980945029e-01 2.302425830841064425e+01 1.458949297067599460e+00
-1.994361110890628952e-01 2.145277873992920092e+01 1.397585694063307127e+00
2.251989705522808194e+00 2.490540658950805764e+01 1.665399764855997500e+00
2.172573695478942302e+00 2.432914699554443416e+01 1.432769489596462664e+00
1.334963029676094370e+00 2.372689086914062528e+01 1.457374586365531410e+00
1.089439505610200865e+00 2.365084774017334013e+01 1.472671780781938944e+00
2.071472159550436842e+00 2.420725845336913906e+01 1.569786176291967594e+00
1.028098381391182148e+00 2.323337127685546832e+01 1.444860627035924105e+00
1.681530261601468679e+00 2.406116622924804815e+01 1.654697937977775979e+00
9.197827938517199042e-01 2.321641521453857493e+01 1.483994928827006676e+00
9.631104745692304903e-01 2.330732749938964687e+01 1.403090602016396682e+00
1.430599813081671057e+00 2.388181667327880930e+01 1.506102590201536362e+00
-4.112024998612003879e-01 2.094358922958373981e+01 1.198623184041871514e+00
1.600339652689376502e+00 2.423796550750732592e+01 1.569023065025968888e+00
1.932572752005003114e+00 2.409160320281982592e+01 1.526107966866222299e+00
1.593870572154468812e-01 2.236560327529907255e+01 1.308447830112201560e+00
8.491385790281907875e-01 2.332484262466430636e+01 1.386653363027481101e+00
